endTime,username,platform,artistName,trackName,msPlayed,incognito_mode,conn_country,user_agent_decrypted,shuffle
12-07-2023 19:04,31ibo62lfee26rxgjoxvtsdt5eli,ANDROID,IAMPRANN,Kahani Suno 2.0 - LoFi,0,FALSE,IN,unknown,FALSE
12-07-2023 19:04,31ibo62lfee26rxgjoxvtsdt5eli,ANDROID,SPECRO,Ranjha - Lofi Flip,1076,FALSE,IN,unknown,FALSE
12-07-2023 19:04,31ibo62lfee26rxgjoxvtsdt5eli,ANDROID,Lo-fi 2307,Baarishon Mein - Lofi Flip,1747,FALSE,IN,unknown,FALSE
12-07-2023 19:04,31ibo62lfee26rxgjoxvtsdt5eli,ANDROID,Vishal-Shekhar,Khuda Jaane - LoFi Mix,22752,FALSE,IN,unknown,FALSE
12-07-2023 19:04,31ibo62lfee26rxgjoxvtsdt5eli,ANDROID,VIBIE,Saibo - Lofi Flip,3090,FALSE,IN,unknown,FALSE
12-07-2023 19:04,31ibo62lfee26rxgjoxvtsdt5eli,ANDROID,Pritam,Tu Jaane Naa (Lofi Mix),1679,FALSE,IN,unknown,FALSE
12-07-2023 19:04,31ibo62lfee26rxgjoxvtsdt5eli,ANDROID,Sachin-Jigar,Maana Ke Hum Yaar Nahin - LoFi Mix,241601,FALSE,IN,unknown,FALSE
12-07-2023 19:05,31ibo62lfee26rxgjoxvtsdt5eli,ANDROID,IAMPRANN,Kahani Suno 2.0 - LoFi,0,FALSE,IN,unknown,FALSE
12-07-2023 19:05,31ibo62lfee26rxgjoxvtsdt5eli,ANDROID,KSW,Mere Bina - Lofi Flip,0,FALSE,IN,unknown,FALSE
12-07-2023 19:05,31ibo62lfee26rxgjoxvtsdt5eli,ANDROID,Deepanshu Ruhela,Tum Tak - Lofi Flip,0,FALSE,IN,unknown,FALSE
12-07-2023 19:05,31ibo62lfee26rxgjoxvtsdt5eli,ANDROID,Amtee,Shayad X Samjhawan - Lofi Flip,12,FALSE,IN,unknown,FALSE
12-07-2023 19:05,31ibo62lfee26rxgjoxvtsdt5eli,ANDROID,Pritam,Main Rang Sharbaton Ka (Lofi Mix),24949,FALSE,IN,unknown,FALSE
12-07-2023 19:05,31ibo62lfee26rxgjoxvtsdt5eli,ANDROID,KSW,Samjhawan - Lofi Flip,0,FALSE,IN,unknown,FALSE
12-07-2023 19:05,31ibo62lfee26rxgjoxvtsdt5eli,ANDROID,VIBIE,Saibo - Lofi Flip,0,FALSE,IN,unknown,FALSE
12-07-2023 19:05,31ibo62lfee26rxgjoxvtsdt5eli,ANDROID,Pritam,Tera Hone Laga Hoon (Lofi Mix),0,FALSE,IN,unknown,FALSE
12-07-2023 19:05,31ibo62lfee26rxgjoxvtsdt5eli,ANDROID,VIBIE,Hawayein - Lofi Flip,0,FALSE,IN,unknown,FALSE
12-07-2023 19:06,31ibo62lfee26rxgjoxvtsdt5eli,ANDROID,Sadhana Sargam,Pehla Nasha LoFi,0,FALSE,IN,unknown,FALSE
12-07-2023 19:06,31ibo62lfee26rxgjoxvtsdt5eli,ANDROID,Pritam,Pee Loon Lofi Mix,716,FALSE,IN,unknown,FALSE
12-07-2023 19:06,31ibo62lfee26rxgjoxvtsdt5eli,ANDROID,VIBIE,Shayad - Lofi Flip,9729,FALSE,IN,unknown,FALSE
12-07-2023 19:06,31ibo62lfee26rxgjoxvtsdt5eli,ANDROID,Pritam,Tu Jaane Naa (Lofi Mix),0,FALSE,IN,unknown,FALSE
12-07-2023 19:08,31ibo62lfee26rxgjoxvtsdt5eli,ANDROID,Sadhana Sargam,Pehla Nasha LoFi,139277,FALSE,IN,unknown,FALSE
13-07-2023 14:40,31ibo62lfee26rxgjoxvtsdt5eli,ANDROID,Sachin-Jigar,"Phir Aur Kya Chahiye (From ""Zara Hatke Zara Bachke"")",266075,FALSE,IN,unknown,FALSE
13-07-2023 14:42,31ibo62lfee26rxgjoxvtsdt5eli,ANDROID,Pritam,"Tum Kya Mile (From ""Rocky Aur Rani Kii Prem Kahaani"")",119292,FALSE,IN,unknown,FALSE
13-07-2023 14:45,31ibo62lfee26rxgjoxvtsdt5eli,ANDROID,Arijit Singh,Tujhe Kitna Chahne Lage,20121,FALSE,IN,unknown,FALSE
13-07-2023 14:45,31ibo62lfee26rxgjoxvtsdt5eli,ANDROID,Alka Yagnik,Agar Tum Saath Ho,2080,FALSE,IN,unknown,FALSE
13-07-2023 14:45,31ibo62lfee26rxgjoxvtsdt5eli,ANDROID,Arijit Singh,Suno- Na Sangemarmar,3825,FALSE,IN,unknown,FALSE
13-07-2023 14:45,31ibo62lfee26rxgjoxvtsdt5eli,ANDROID,Tanishk Bagchi,Raataan Lambiyan,1699,FALSE,IN,unknown,FALSE
13-07-2023 14:45,31ibo62lfee26rxgjoxvtsdt5eli,ANDROID,Pritam,"Kesariya (From ""Brahmastra"")",1873,FALSE,IN,unknown,FALSE
13-07-2023 14:45,31ibo62lfee26rxgjoxvtsdt5eli,ANDROID,Payal Dev,"Naseeb Se (From ""Satyaprem Ki Katha"")",184312,FALSE,IN,unknown,FALSE
13-07-2023 14:49,31ibo62lfee26rxgjoxvtsdt5eli,ANDROID,Akhil,Duniyaa,222500,FALSE,IN,unknown,FALSE
13-07-2023 14:54,31ibo62lfee26rxgjoxvtsdt5eli,ANDROID,Varun Jain,"Tere Vaaste (From ""Zara Hatke Zara Bachke"")",8271,FALSE,IN,unknown,FALSE
13-07-2023 14:54,31ibo62lfee26rxgjoxvtsdt5eli,ANDROID,Pritam,Hawayein,289999,FALSE,IN,unknown,FALSE
13-07-2023 14:54,31ibo62lfee26rxgjoxvtsdt5eli,ANDROID,Jasleen Royal,"Ranjha (From ""Shershaah"")",2254,FALSE,IN,unknown,FALSE
15-07-2023 10:13,31ibo62lfee26rxgjoxvtsdt5eli,ANDROID,Jasleen Royal,"Ranjha (From ""Shershaah"")",226602,FALSE,IN,unknown,FALSE
15-07-2023 10:17,31ibo62lfee26rxgjoxvtsdt5eli,ANDROID,Vishal Mishra,Kaise Hua,234722,FALSE,IN,unknown,FALSE
15-07-2023 10:21,31ibo62lfee26rxgjoxvtsdt5eli,ANDROID,Javed-Mohsin,Pal,247286,FALSE,IN,unknown,FALSE
15-07-2023 10:25,31ibo62lfee26rxgjoxvtsdt5eli,ANDROID,Palak Muchhal,Kaun Tujhe,241448,FALSE,IN,unknown,FALSE
15-07-2023 10:29,31ibo62lfee26rxgjoxvtsdt5eli,ANDROID,Ajay-Atul,Sapna Jahan,240004,FALSE,IN,unknown,FALSE
16-07-2023 19:12,31ibo62lfee26rxgjoxvtsdt5eli,ANDROID,Ajay-Atul,Sapna Jahan,5453,FALSE,IN,unknown,FALSE
16-07-2023 19:14,31ibo62lfee26rxgjoxvtsdt5eli,ANDROID,Pritam,"O Bedardeya (From ""Tu Jhoothi Main Makkaar"")",1490,FALSE,IN,unknown,FALSE
16-07-2023 19:14,31ibo62lfee26rxgjoxvtsdt5eli,ANDROID,Arijit Singh,Humdard,80370,FALSE,IN,unknown,FALSE
16-07-2023 19:16,31ibo62lfee26rxgjoxvtsdt5eli,ANDROID_ARM,Ami Mishra,Hasi - Male Version,140860,FALSE,IN,unknown,FALSE
16-07-2023 19:16,31ibo62lfee26rxgjoxvtsdt5eli,ANDROID_ARM,Gajendra Verma,Mann Mera,3140,FALSE,IN,unknown,FALSE
16-07-2023 19:20,31ibo62lfee26rxgjoxvtsdt5eli,ANDROID_ARM,Pritam,Raabta,243578,FALSE,IN,unknown,FALSE
16-07-2023 19:21,31ibo62lfee26rxgjoxvtsdt5eli,ANDROID_ARM,Bobby-Imran,"Tu Har Lamha (From ""Khamoshiyan"")",30846,FALSE,IN,unknown,FALSE
17-07-2023 09:44,31ibo62lfee26rxgjoxvtsdt5eli,ANDROID_ARM,Jeet Gannguli,Muskurane - Romantic,0,FALSE,IN,unknown,FALSE
17-07-2023 09:44,31ibo62lfee26rxgjoxvtsdt5eli,ANDROID_ARM,Jeet Gannguli,Muskurane - Romantic,2996,FALSE,IN,unknown,FALSE
17-07-2023 09:44,31ibo62lfee26rxgjoxvtsdt5eli,ANDROID_ARM,Jeet Gannguli,Muskurane - Romantic,3360,FALSE,IN,unknown,FALSE
17-07-2023 09:44,31ibo62lfee26rxgjoxvtsdt5eli,ANDROID_ARM,Sachet Tandon,Bekhayali,929,FALSE,IN,unknown,FALSE
17-07-2023 09:44,31ibo62lfee26rxgjoxvtsdt5eli,ANDROID_ARM,Guru Randhawa,Nain Ta Heere,0,FALSE,IN,unknown,FALSE
17-07-2023 09:44,31ibo62lfee26rxgjoxvtsdt5eli,ANDROID_ARM,Guru Randhawa,Nain Ta Heere,1046,FALSE,IN,unknown,FALSE
17-07-2023 09:45,31ibo62lfee26rxgjoxvtsdt5eli,ANDROID_ARM,Pritam,"Channa Mereya (From ""Ae Dil Hai Mushkil"")",587,FALSE,IN,unknown,FALSE
17-07-2023 09:45,31ibo62lfee26rxgjoxvtsdt5eli,ANDROID_ARM,Sachet Tandon,Bekhayali,3989,FALSE,IN,unknown,FALSE
17-07-2023 09:45,31ibo62lfee26rxgjoxvtsdt5eli,ANDROID_ARM,Rahat Fateh Ali Khan,Tere Bin,2553,FALSE,IN,unknown,FALSE
17-07-2023 09:50,31ibo62lfee26rxgjoxvtsdt5eli,ANDROID_ARM,Payal Dev,Tum Hi Aana,245162,FALSE,IN,unknown,FALSE
17-07-2023 15:31,31ibo62lfee26rxgjoxvtsdt5eli,ANDROID_ARM,Payal Dev,Tum Hi Aana,2617,FALSE,IN,unknown,FALSE
17-07-2023 15:41,31ibo62lfee26rxgjoxvtsdt5eli,ANDROID_ARM,Armaan Malik,Pehla Pyaar,2133,FALSE,IN,unknown,FALSE
18-07-2023 18:40,31ibo62lfee26rxgjoxvtsdt5eli,ANDROID_ARM,Armaan Malik,Pehla Pyaar,14616,FALSE,IN,unknown,FALSE
18-07-2023 18:44,31ibo62lfee26rxgjoxvtsdt5eli,ANDROID_ARM,Ankit Tiwari,Galliyan,234198,FALSE,IN,unknown,FALSE
18-07-2023 18:44,31ibo62lfee26rxgjoxvtsdt5eli,ANDROID_ARM,Yohani,"Manike (From ""Thank God"")",2139,FALSE,IN,unknown,FALSE
18-07-2023 18:44,31ibo62lfee26rxgjoxvtsdt5eli,ANDROID_ARM,Pritam,Rasiya Reprise,12413,FALSE,IN,unknown,FALSE
18-07-2023 18:48,31ibo62lfee26rxgjoxvtsdt5eli,ANDROID_ARM,Atif Aslam,Jeene Laga Hoon (Lofi Mix),251707,FALSE,IN,unknown,FALSE
18-07-2023 18:54,31ibo62lfee26rxgjoxvtsdt5eli,ANDROID_ARM,Kavita Seth,Iktara - Lofi Flip,13256,FALSE,IN,unknown,FALSE
18-07-2023 18:54,31ibo62lfee26rxgjoxvtsdt5eli,ANDROID_ARM,Pritam,Tu Jaane Naa (Lofi Mix),331923,FALSE,IN,unknown,FALSE
18-07-2023 18:55,31ibo62lfee26rxgjoxvtsdt5eli,ANDROID_ARM,Aditya N.,Girta Sambhalta,45749,FALSE,IN,unknown,FALSE
